Price,Close,High,Low,Open,Volume,Return,LogReturn,MA10,MA50,RSI,MACD,Target
Ticker,TSLA,TSLA,TSLA,TSLA,TSLA,,,,,,,
Date,,,,,,,,,,,,
2015-03-16,13.046667098999023,13.060667037963867,12.653332710266113,12.800000190734863,84432000,0.037205883869277256,0.036530447505924324,12.979333305358887,13.616173324584961,44.75689080762351,-0.053494357526571557,0
2015-03-17,12.982000350952148,13.247332572937012,12.929332733154297,13.028667449951172,73411500,-0.00495657224609003,-0.0049688967921734046,12.947133350372315,13.583399982452393,43.826575479643395,-0.029511562945088277,1
2015-03-18,13.380666732788086,13.392000198364258,12.87399959564209,12.997332572937012,72313500,0.030709164308927006,0.03024707436572859,12.935599994659423,13.570893325805663,50.63852846347262,0.014815805461618148,0
2015-03-19,13.043333053588867,13.63933277130127,12.968667030334473,13.466667175292969,127128000,-0.025210528438961433,-0.025533757903858405,12.902400016784668,13.550053329467774,45.59961720702062,0.02256747202020387,1
2015-03-20,13.20533275604248,13.265999794006348,13.041333198547363,13.16333293914795,64042500,0.012420115455768377,0.012343618570630861,12.930399990081787,13.532893333435059,48.26219805731158,0.03880269612905288,1
2015-03-23,13.308667182922363,13.366666793823242,13.164667129516602,13.233332633972168,39474000,0.007825204316233458,0.007794746195763983,12.988733386993408,13.518240013122558,49.94511550743015,0.055671852453572035,1
2015-03-24,13.447999954223633,13.586000442504883,13.316666603088379,13.438667297363281,54748500,0.010469325694766773,0.010414901829068896,13.064733409881592,13.51165334701538,52.20273531576871,0.07422447898935122,0
2015-03-25,12.953332901000977,13.239333152770996,12.846667289733887,13.218000411987305,85956000,-0.036783689389238594,-0.03747727079732416,13.068466663360596,13.501106662750244,44.524705523108274,0.052230152435934124,0
2015-03-26,12.694000244140625,12.986000061035156,12.646666526794434,12.928000450134277,61920000,-0.020020535165919506,-0.020223661788001102,13.064066696166993,13.482653331756591,41.11087352192617,0.02087420846236393,0
2015-03-27,12.333333015441895,12.619333267211914,12.09333324432373,12.604666709899902,129073500,-0.028412417028683246,-0.028823861915902877,13.039533329010009,13.472399997711182,36.87618710419862,-0.021220197731349033,1
2015-03-30,12.704667091369629,12.816666603088379,12.119999885559082,12.390000343322754,151342500,0.030108169094502424,0.02966381526583562,13.00533332824707,13.470666675567626,43.34661791791027,-0.021075627379900597,0
2015-03-31,12.584667205810547,12.917332649230957,12.560667037963867,12.902000427246094,75399000,-0.009445338842494988,-0.009490228947205274,12.96560001373291,13.46493335723877,41.85357183756748,-0.025771813410025796,0
2015-04-01,12.505999565124512,12.819999694824219,12.403332710266113,12.579999923706055,56919000,-0.0062510704017435526,-0.006270690148005495,12.878133296966553,13.459146690368652,40.85996189578779,-0.030559443443307216,1
2015-04-02,12.733332633972168,12.881999969482422,12.666666984558105,12.682000160217285,75156000,0.018177920738268627,0.01801467764900878,12.847133255004882,13.451720008850097,44.92870144794019,-0.01555551176653866,1
2015-04-06,13.539999961853027,13.850000381469727,13.166666984558105,13.199999809265137,186837000,0.06335084074758979,0.06142509264600836,12.880599975585938,13.453693351745606,56.393074184999364,0.04807406961141453,1
2015-04-07,13.550000190734863,13.670666694641113,13.409333229064941,13.500666618347168,65218500,0.0007385693434276419,0.0007382967353085246,12.904733276367187,13.456306686401367,56.51393214962726,0.08789469476041736,1
2015-04-08,13.844667434692383,14.0600004196167,13.724666595458984,13.880000114440918,94546500,0.02174665976455148,0.021513574325074822,12.944400024414062,13.45780002593994,60.02928055803213,0.12867131850992508,1
2015-04-09,14.005999565124512,14.024666786193848,13.7413330078125,13.895333290100098,57003000,0.011653015949509848,0.01158564245693915,13.049666690826417,13.46328001022339,61.847774277531805,0.1591071622518614,1
2015-04-10,14.0600004196167,14.109999656677246,13.933333396911621,13.989999771118164,61015500,0.0038555516327911654,0.003848138043136459,13.186266708374024,13.478653354644775,62.46336159465123,0.174253839505554,0
2015-04-13,13.985333442687988,14.199999809265137,13.936667442321777,14.029333114624023,56373000,-0.005310595640134919,-0.005324746976747791,13.351466751098632,13.48476001739502,60.99782471468198,0.17041510939652993,0
2015-04-14,13.830666542053223,13.965999603271484,13.699999809265137,13.904666900634766,45390000,-0.011059221524362783,-0.01112082935895186,13.464066696166991,13.489906692504883,57.96404806245779,0.14938410759427445,1
2015-04-15,13.85533332824707,13.97266674041748,13.773332595825195,13.830666542053223,29286000,0.0017834849910411954,0.0017818964701395738,13.591133308410644,13.485760021209718,58.32008572747128,0.1297839831696124,0
2015-04-16,13.779999732971191,13.944666862487793,13.752667427062988,13.846667289733887,24886500,-0.005437155028403029,-0.005451990154159205,13.718533325195313,13.470213356018066,56.7394882651434,0.10543058119801947,1
2015-04-17,13.78600025177002,13.791999816894531,13.566666603088379,13.666000366210938,37048500,0.0004354513000803806,0.000435356518677135,13.823800086975098,13.454533367156982,56.83982756983739,0.08432481804769894,0
2015-04-20,13.684666633605957,13.856666564941406,13.59000015258789,13.785332679748535,38389500,-0.007350472676152187,-0.00737762051520866,13.838266754150391,13.433573360443114,54.539244168356134,0.0593190037869515,1
2015-04-21,13.96066665649414,14.050000190734863,13.620667457580566,13.720000267028809,51487500,0.02016856020521529,0.019967868746211544,13.879333400726319,13.422973346710204,59.36361366335457,0.057124910593566336,1
2015-04-22,14.629332542419434,14.791999816894531,14.112667083740234,14.166666984558105,117945000,0.04789641514821552,0.04678474050637763,13.957799911499023,13.425586662292481,68.17520357610327,0.09427259903304272,0
2015-04-23,14.573332786560059,14.76533317565918,14.476667404174805,14.5513334274292,66168000,-0.0038279091473925053,-0.003835254342096437,14.014533233642577,13.428666648864747,66.86748044393622,0.10767027618117939,0
2015-04-24,14.562000274658203,14.720000267028809,14.534000396728516,14.699999809265137,36417000,-0.0007776197845633659,-0.0007779222876597997,14.064733219146728,13.436173305511474,66.58911371207029,0.10808473481103636,1
2015-04-27,15.436667442321777,15.916666984558105,14.800000190734863,14.837332725524902,175089000,0.060065042656655576,0.0583302672383117,14.209866619110107,13.47439998626709,75.17805309817301,0.15663591971327373,0
2015-04-28,15.36533260345459,15.699999809265137,15.20199966430664,15.649999618530273,91281000,-0.004621129472000773,-0.004631839899719443,14.363333225250244,13.51001329421997,73.51812413793809,0.17208449577124552,1
2015-04-29,15.49666690826416,15.664667129516602,15.175333023071289,15.33666706085205,59041500,0.00854744301337429,0.008511120452263243,14.527466583251954,13.547479972839355,74.62883254134982,0.17851681392761465,0
2015-04-30,15.069999694824219,15.526000022888184,15.011333465576172,15.359333038330078,58678500,-0.027532837607318394,-0.02791897023681704,14.656466579437256,13.576266632080078,65.07914952324359,0.14294349432796832,0
2015-05-01,15.0686674118042,15.451333045959473,14.694000244140625,15.329333305358887,79225500,-8.840630703377261e-05,-8.841021510166788e-05,14.784733295440674,13.59535997390747,65.051157825232,0.10972475142420329,1
2015-05-04,15.36733341217041,15.648667335510254,15.140666961669922,15.211999893188477,66519000,0.01982033262823535,0.019626467298796236,14.95299997329712,13.613226642608643,68.33882866652625,0.09861829766355934,1
2015-05-05,15.529999732971191,15.966667175292969,15.275333404541016,15.850666999816895,86953500,0.010585201507501196,0.010529570494660813,15.109933280944825,13.647373294830322,69.99442346892957,0.09304966413164917,0
2015-05-06,15.362000465393066,15.631333351135254,15.213333129882812,15.606666564941406,79063500,-0.01081772507834955,-0.010876662094637066,15.183200073242187,13.682466640472413,66.14732091717536,0.06992956164337527,1
2015-05-07,15.786666870117188,15.831999778747559,14.683333396911621,14.733332633972168,141838500,0.027643952080381284,0.027268756923558395,15.3045334815979,13.726519985198975,70.55320931717112,0.07468368743327558,0
2015-05-08,15.77400016784668,15.894000053405762,15.579999923706055,15.732666969299316,70023000,-0.000802367109835278,-0.0008026891786145386,15.425733470916748,13.765746650695801,70.25948106128061,0.06857982393553397,1
2015-05-11,15.965999603271484,16.191999435424805,15.687333106994629,15.752667427062988,85084500,0.012171892568897835,0.012098410758755259,15.478666687011719,13.813946647644043,72.15201551077543,0.06889536519649742,1
2015-05-12,16.31599998474121,16.42333221435547,15.879332542419434,16.007333755493164,95451000,0.021921607801995036,0.02168478414483605,15.57373342514038,13.877159996032715,75.24458022195068,0.08314414858555419,0
2015-05-13,16.211999893188477,16.553333282470703,16.149999618530273,16.507333755493164,81603000,-0.006374116918974937,-0.006394518342469454,15.645266723632812,13.935319995880127,72.66241089337845,0.07621632154512581,1
2015-05-14,16.273332595825195,16.326000213623047,16.083332061767578,16.321332931518555,43438500,0.0037831669775971744,0.003776028799023596,15.76560001373291,13.990866641998291,73.24551901329919,0.06675601375160523,1
2015-05-15,16.589332580566406,16.626667022705078,16.166667938232422,16.261999130249023,67914000,0.019418271142708665,0.019232142191383122,15.91766653060913,14.05514663696289,76.076828089991,0.07230444158731553,0
2015-05-18,16.583332061767578,16.65999984741211,16.399999618530273,16.46666717529297,50298000,-0.0003617094762363715,-0.0003617749088878535,16.03926639556885,14.128306617736817,75.91254580706,0.06625508006031322,0
2015-05-19,16.47599983215332,16.733333587646484,16.40999984741211,16.562000274658203,55113000,-0.006472295749399448,-0.0064933318726669185,16.133866405487062,14.20331995010376,72.88090246189199,0.04663580459024619,0
2015-05-20,16.290000915527344,16.516000747680664,16.091333389282227,16.475332260131836,56334000,-0.011289082211751178,-0.011353287570736796,16.22666645050049,14.27535997390747,67.8258600034437,0.014413028175569997,1
2015-05-21,16.374666213989258,16.441333770751953,16.157333374023438,16.20199966430664,29559000,0.005197378373454464,0.005183918619289489,16.285466384887695,14.344533290863037,68.88383839292936,-0.006779899596246031,1
2015-05-22,16.51533317565918,16.573333740234375,16.333999633789062,16.358667373657227,33346500,0.008590523912465953,0.008553835328295118,16.359599685668947,14.420079956054687,70.61285284738392,-0.016359215550494133,0
2015-05-26,16.497333526611328,16.799999237060547,16.433332443237305,16.511999130249023,52480500,-0.0010898750183484518,-0.001090469364007163,16.41273307800293,14.49845329284668,70.0762658177854,-0.028245627499654646,0
2015-05-27,16.495332717895508,16.633333206176758,16.3700008392334,16.567333221435547,51123000,-0.00012128073379813475,-0.00012128808890102426,16.430666351318358,14.56742660522461,70.01257765855615,-0.03986959105445509,1
2015-05-28,16.76333236694336,16.786666870117188,16.336666107177734,16.468666076660156,54709500,0.016246998689338543,0.016116428556298173,16.48579959869385,14.643053245544433,73.4882546086155,-0.03339804035592708,0
2015-05-29,16.719999313354492,16.857999801635742,16.6286678314209,16.733333587646484,56839500,-0.0025849904207780883,-0.0025883372774883786,16.530466270446777,14.709839897155762,72.03443614374588,-0.035716226135743434,0
2015-06-01,16.6299991607666,16.773332595825195,16.49799919128418,16.76066780090332,37576500,-0.005382784466743784,-0.005397323849431632,16.534532928466795,14.781573219299316,68.98206678544258,-0.046318906056747045,0
2015-06-02,16.55666732788086,16.626667022705078,16.420000076293945,16.594667434692383,32022000,-0.004409611340134401,-0.004419362352227391,16.531866455078124,14.848599910736084,66.50913464517112,-0.060389033027153816,1
2015-06-03,16.599332809448242,16.71466636657715,16.46733283996582,16.546667098999023,26722500,0.0025769365731915794,0.0025736219652755413,16.544199752807618,14.914413223266601,67.24487413135287,-0.06835459288770995,0
2015-06-04,16.39466667175293,16.6200008392334,16.380666732788086,16.5,36804000,-0.01232978096437809,-0.012406423354541639,16.554666328430176,14.973346557617187,60.39117266286508,-0.08770469272425474,1
2015-06-05,16.609333038330078,16.64666748046875,16.3786678314209,16.399999618530273,45330000,0.013093670696398219,0.013008689596127656,16.578133010864256,15.04646656036377,64.48036204123757,-0.08621531993356896,1
2015-06-08,17.086000442504883,17.25,16.687332153320312,16.72333335876465,75255000,0.028698768522178453,0.028294672033666528,16.635199737548827,15.134306564331055,71.51312762367601,-0.05482544851959431,0
2015-06-09,17.066667556762695,17.182666778564453,16.94266700744629,17.02666664123535,39166500,-0.00113150446221999,-0.00113214509669344,16.692133140563964,15.22897325515747,70.89997357897974,-0.03786865423444424,0
2015-06-10,16.713333129882812,16.933332443237305,16.566667556762695,16.793333053588867,51817500,-0.020703187995237737,-0.02092050364232466,16.713933181762695,15.309146575927734,60.66279669538962,-0.05207602399853806,1
2015-06-11,16.76066780090332,16.95800018310547,16.69533348083496,16.884000778198242,30661500,0.0028321502750325855,0.0028281472936911066,16.713666725158692,15.39266658782959,61.46551249868765,-0.05938325665438832,0
2015-06-12,16.71266746520996,16.8973331451416,16.680667877197266,16.680667877197266,21334500,-0.0028638677326909834,-0.0028679764483065502,16.71293354034424,15.4767999458313,60.12562742495651,-0.0679312707928229,0
2015-06-15,16.691999435424805,16.75200080871582,16.400667190551758,16.64666748046875,32793000,-0.0012366685227346297,-0.0012374338282701012,16.719133567810058,15.555973281860352,59.52394512317645,-0.0749097686835174,1
2015-06-16,16.874666213989258,16.895999908447266,16.606666564941406,16.67533302307129,29770500,0.010943373157369374,0.010883927745015778,16.7509334564209,15.622666606903076,63.04391352436776,-0.06739161284865447,1
2015-06-17,17.360666275024414,17.624000549316406,16.801332473754883,16.81133270263672,82693500,0.028800573289696096,0.028393631742213578,16.827066802978514,15.698879928588868,70.41557195328193,-0.031669728894464066,1
2015-06-18,17.459333419799805,17.56399917602539,17.334667205810547,17.46666717529297,41740500,0.005683373161624372,0.005667283729091548,16.933533477783204,15.771173248291015,71.65187376964765,-0.004789394853688345,1
2015-06-19,17.500667572021484,17.586666107177734,17.34000015258789,17.49333381652832,36945000,0.0023674530537807215,0.002364655052021524,17.022666931152344,15.841066608428955,72.17643390039237,0.011492173817793883,0
2015-06-22,17.319332122802734,17.626667022705078,17.04599952697754,17.476667404174805,68416500,-0.010361630404811084,-0.010415685822857295,17.04600009918213,15.906253242492676,66.37379024727528,0.006040688198337807,1
2015-06-23,17.844667434692383,17.866666793823242,17.238000869750977,17.35466766357422,58062000,0.030332307745169373,0.029881379086844274,17.1238000869751,15.983439922332764,73.11675308515103,0.0323374301847521,0
2015-06-24,17.67799949645996,17.823333740234375,17.58133316040039,17.798667907714844,36184500,-0.009339929636816735,-0.009383820283772002,17.22026672363281,16.0603865814209,68.42851037821019,0.03291909317931513,1
2015-06-25,17.91933250427246,18.0939998626709,17.683332443237305,17.76333236694336,42738000,0.013651601690611415,0.01355925805276423,17.336133193969726,16.141666564941406,71.29830057349426,0.04331518905010412,0
2015-06-26,17.805999755859375,17.94066619873047,17.733333587646484,17.926000595092773,57576000,-0.006324607704336294,-0.006344692767190736,17.445466423034667,16.22218656539917,68.16473902845057,0.036585136710217236,0
