Price,Close,High,Low,Open,Volume,Return,LogReturn,MA10,MA50,RSI,MACD,Target
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,,,
Date,,,,,,,,,,,,
2015-03-16,27.86824607849121,27.86824607849121,27.40433418037639,27.629598495237378,143497200,0.011004185938857436,0.010944080424280694,28.053142929077147,26.642974281311034,51.1774574103088,-0.25528019905323385,1
2015-03-17,28.334386825561523,28.396836397870313,28.024368090440596,28.0801268802339,204092400,0.01672659074982419,0.016588241935354117,28.001398468017577,26.723890380859373,56.04260484477563,-0.19677597461521157,1
2015-03-18,28.653337478637695,28.807232338346868,28.184963816211678,28.325475404452334,261083600,0.011256663327135596,0.011193778567506495,27.99983768463135,26.82487045288086,59.04954932714245,-0.13328656258040983,0
2015-03-19,28.436994552612305,28.82730624255012,28.414691367797786,28.7157886168536,183238000,-0.007550356958824889,-0.007579005197981447,28.024149322509764,26.921479263305663,56.23934682749731,-0.10385815006686488,0
2015-03-20,28.080127716064453,28.63771392897136,27.91508216981804,28.604260015398168,274780400,-0.012549386535472329,-0.012628795138976924,28.008537101745606,27.004330444335938,51.85541941313471,-0.10605239214184681,1
2015-03-23,28.37230682373047,28.51504921175649,28.21841199535537,28.35223447305032,150838800,0.010405191551136062,0.010351430155686972,28.01009883880615,27.074630508422853,54.95162551407334,-0.08628976496096835,0
2015-03-24,28.25632667541504,28.557422117693964,28.227331013820923,28.37676587330061,131369200,-0.004087794095699815,-0.004096171965115474,28.05872039794922,27.142077827453612,53.481332616342584,-0.07965208543209756,0
2015-03-25,27.518075942993164,28.28531739650257,27.518075942993164,28.222867827332855,206620800,-0.026126918084656947,-0.026474289871914046,28.08414535522461,27.207023239135744,45.192480279302394,-0.12111913867363128,1
2015-03-26,27.709890365600586,27.85263274507692,27.344112805489548,27.379799251170326,190291600,0.006970488162209687,0.006946306616022147,28.079460906982423,27.271494941711424,47.47050013063187,-0.13093289461103008,0
2015-03-27,27.489093780517578,27.81249420316824,27.41326261445423,27.78350023407764,158184800,-0.007968150799943508,-0.008000066164208355,28.0718786239624,27.333416786193848,45.14445800586777,-0.14642597174620414,1
2015-03-30,28.18495750427246,28.191648287696417,27.656363492674796,27.66751593279703,188398800,0.025314174752754548,0.024999077579086117,28.103549766540528,27.422496643066406,52.966460637059804,-0.105833710843936,0
2015-03-31,27.75226593017578,28.211717830211086,27.73665353653254,28.122503422982593,168362400,-0.015351861858620475,-0.01547092178940449,28.045337677001953,27.506610565185547,48.34976989378452,-0.10399670616834608,0
2015-04-01,27.712121963500977,27.90616318862663,27.455631158322962,27.83925195192856,162485600,-0.0014465113146366892,-0.0014475585221151786,27.95121612548828,27.577791709899902,47.932338625049695,-0.10125854332955597,1
2015-04-02,27.95077133178711,28.00429930359269,27.69874216714662,27.886090919277912,128880400,0.00861173202833232,0.008574862586027642,27.90259380340576,27.65005802154541,50.659547392479,-0.08007636300512422,1
2015-04-06,28.403532028198242,28.439218476535938,27.729966481247576,27.761191272731303,148776000,0.016198504543458947,0.016068708560055555,27.934934234619142,27.718716545104982,55.429270504665126,-0.03459763974828542,0
2015-04-07,28.10466957092285,28.57527233674658,28.097978786339276,28.468216380161834,140049200,-0.010522017366667247,-0.0105777651892641,27.90817050933838,27.77882068634033,51.86514519708265,-0.024162362626987913,0
2015-04-08,28.013219833374023,28.191648667996017,27.872708274705047,28.06897863149046,149316800,-0.003253898335934924,-0.0032592037751579582,27.883859825134277,27.83656276702881,50.78897967616449,-0.022947006978267404,1
2015-04-09,28.227336883544922,28.231798540851795,27.803571327071094,28.06898208162467,129936000,0.007643428761295201,0.0076143657597226,27.954785919189455,27.916182136535646,53.235630700646425,-0.008021371037236463,1
2015-04-10,28.347774505615234,28.372308514546486,27.937390540989917,28.091283676912617,160752000,0.004266701551307817,0.00425762498907299,28.01857433319092,27.970795822143554,54.60283677268252,0.008755056557272198,0
2015-04-13,28.292016983032227,28.67563953079171,28.23848900731811,28.631029764719884,145460400,-0.0019669100504507986,-0.001968846958256437,28.098866653442382,28.008343276977538,53.81836846142145,0.014547759395499793,0
2015-04-14,28.169342041015625,28.390146378074668,28.082358462731055,28.325465975981967,102098400,-0.004336026734685361,-0.004345454561349894,28.0973051071167,28.05116840362549,52.04666836414608,0.008848742628502826,1
2015-04-15,28.276403427124023,28.354465409679758,28.1046670655014,28.19388148911807,115881600,0.0038006349581227727,0.0037934307929121665,28.149718856811525,28.08960350036621,53.485820574150566,0.010886758201276117,0
2015-04-16,28.14035415649414,28.34777698547961,28.126972587405962,28.16488816757163,113476000,-0.004811406478214875,-0.004823018556288586,28.19254207611084,28.125228614807128,51.375763178260655,0.0021277923230904328,0
2015-04-17,27.823640823364258,28.133659611037796,27.75896041204498,28.002069661598362,207828000,-0.011254774242306143,-0.011318588475578147,28.179829025268553,28.150476188659667,46.75185437903085,-0.024473760965102564,1
2015-04-20,28.459293365478516,28.575270929671763,27.91731771978738,28.006532146964158,188217200,0.02284577155626888,0.02258871466185261,28.18540515899658,28.184645195007324,55.42339206147889,-3.065908365842973e-05,0
2015-04-21,28.305395126342773,28.593109007208575,28.251865458700586,28.57080753145937,129740400,-0.005407661994953905,-0.0054223363255351854,28.205477714538574,28.22024158477783,53.16591440062723,0.004737679521347418,1
2015-04-22,28.686790466308594,28.742549274338735,28.17381045340555,28.323243650536625,150618000,0.013474298389527517,0.01338432732790987,28.27283477783203,28.259941864013673,57.757916756111946,0.031074681024096593,1
2015-04-23,28.920978546142578,29.08825497257814,28.579734908473842,28.615421362892857,183083600,0.00816362081735944,0.00813047871579153,28.3421989440918,28.29406635284424,60.32995174511098,0.06008462451568064,1
2015-04-24,29.057025909423828,29.13508959159763,28.82283826614954,29.10386479937753,178103600,0.004704106504010319,0.004693076771508369,28.413124084472656,28.318154220581054,61.78563930151494,0.08284911081896018,1
2015-04-27,29.58561897277832,29.692678322930522,29.251066160858862,29.5097878188559,387816800,0.018191574905229935,0.01802808795297446,28.542484283447266,28.345766143798826,66.87209662908126,0.12536823320080648,0
2015-04-28,29.11948013305664,30.007159427518268,28.89867742548256,29.989319603333566,475696000,-0.015755588556405464,-0.01588102715907389,28.637498092651366,28.36128959655762,59.367672913723105,0.11427305036895657,0
2015-04-29,28.691242218017578,29.349195244961077,28.615411082057204,29.030256606703183,253544400,-0.014706234901251669,-0.014815443595430229,28.678981971740722,28.364902687072753,53.434971417522554,0.0723133846017466,0
2015-04-30,27.912857055664062,28.69124946723609,27.785727053191707,28.69124946723609,332781600,-0.027129712838459996,-0.02750451795274551,28.656232261657713,28.34897792816162,44.69255025007446,-0.009302342257170915,1
2015-05-01,28.760385513305664,29.023568792950282,27.94630847516321,28.124735596532457,234050400,0.030363371830818053,0.029911528211684895,28.749906730651855,28.351208267211913,53.5950999890553,-0.007712077960174896,0
2015-05-04,28.70462989807129,29.121708041200908,28.60649386439373,28.8830587408262,203953200,-0.0019386254474433873,-0.001940507013917821,28.774440383911134,28.34763973236084,52.99080320372451,-0.011681176565792817,0
2015-05-05,28.057828903198242,28.648870823217013,28.053367246279116,28.581959582418435,197085600,-0.022532984998232197,-0.02279073193568182,28.74968376159668,28.315522689819336,46.44806457999125,-0.056619221002991355,0
2015-05-06,27.88163185119629,28.269712636977108,27.513623417372457,28.227335402903112,288564000,-0.006279782110363841,-0.006299582881921467,28.669167900085448,28.28358402252197,44.82443651589916,-0.09471818956608183,1
2015-05-07,28.0540828704834,28.237735584837903,27.776362798059598,27.944337904191077,175763600,0.006185112127133685,0.00616606282879916,28.582478332519532,28.270171546936034,46.7851040412514,-0.10406755966082071,1
2015-05-08,28.5826473236084,28.5826473236084,28.244456933474385,28.3721179576171,222201600,0.01884091009373612,0.01866561849338681,28.53504047393799,28.260059471130372,52.37160635947469,-0.07194361055761452,0
2015-05-11,28.29149055480957,28.569208952019615,28.136952891723745,28.531135000130202,168143200,-0.010186487119348886,-0.010238724425139267,28.405627632141112,28.252867279052733,49.301319655645216,-0.0676576982709294,0
2015-05-12,28.190704345703125,28.41690960439626,27.95553850040013,28.13023234720522,192640000,-0.003562421319272313,-0.0035687818525261743,28.31275005340576,28.2408491897583,48.246905083597206,-0.06874159279331721,1
2015-05-13,28.22206687927246,28.486347864636063,28.190711652935395,28.253422105609523,138776800,0.0011125133017160227,0.001111894917390805,28.26583251953125,28.228253898620604,48.61518864456257,-0.06454425862228948,1
2015-05-14,28.880517959594727,28.880517959594727,28.479618894289107,28.535610593868572,180814000,0.023331072211647985,0.023063063363390167,28.362598609924316,28.2324853515625,55.73690741932711,-0.01709034833169338,0
2015-05-15,28.840211868286133,29.001468271652918,28.71479098065927,28.907402605932774,152832000,-0.0013956152505638642,-0.0013965900285765982,28.370581245422365,28.24541202545166,55.23227535554506,0.010434235551760498,1
2015-05-18,29.158239364624023,29.276941499810263,28.748379694703456,28.75285998776585,203531600,0.011027224688581638,0.010966868151122237,28.415942192077637,28.26385181427002,58.4303391595235,0.04686885026658638,0
2015-05-19,29.13136863708496,29.312781231425145,29.035061118414536,29.270226984858873,178532800,-0.0009215483556137549,-0.0009219732423554638,28.52329616546631,28.279345397949218,58.05298762884218,0.06486071448879507,0
2015-05-20,29.129131317138672,29.335180432760577,28.967874893180085,29.11569385138601,145819600,-7.680105847962526e-05,-7.680400783192694e-05,28.64804611206055,28.306525802612306,58.01938956766557,0.07177407258115835,1
2015-05-21,29.427005767822266,29.480759044817898,29.07761801100838,29.131371288004015,158921600,0.010225998415144488,0.010174066629526302,28.785338401794434,28.349789390563966,61.23606567931076,0.0903700724586414,1
